date,campaign_name,emails_sent,opens,clicks,conversions
2024-12-06,Email Campaign X,3587,885,236,26
2024-09-28,Email Campaign Y,6790,2478,344,57
2024-10-02,Email Campaign Z,3940,1206,218,44
2025-03-11,Email Campaign Z,14475,3399,398,54
2024-12-03,Email Campaign X,3517,1619,429,57
2024-10-18,Email Campaign X,10862,3211,848,68
2024-08-26,Email Campaign Z,8943,1797,223,11
2025-03-01,Email Campaign Y,6459,2181,622,134
2024-12-31,Email Campaign W,3534,1560,157,21
2024-08-12,Email Campaign X,5615,1548,222,23
2024-11-26,Email Campaign Y,12057,5620,936,143
2025-04-25,Email Campaign Y,3165,896,51,9
2024-12-03,Email Campaign W,1551,686,99,7
2024-12-04,Email Campaign X,12797,2057,274,19
2024-12-24,Email Campaign W,7357,1648,388,66
2024-09-03,Email Campaign X,7696,2279,599,72
2024-12-08,Email Campaign Y,10772,1493,447,62
2024-11-09,Email Campaign X,11749,3543,1031,158
2025-05-08,Email Campaign X,10173,1413,363,26
2025-05-24,Email Campaign W,8056,3583,388,22
2024-10-12,Email Campaign X,10221,1794,332,75
2024-08-27,Email Campaign Z,3958,1670,186,23
2025-04-04,Email Campaign X,13017,3215,765,186
2025-02-07,Email Campaign W,6020,2865,844,96
2025-06-26,Email Campaign Y,5788,2353,481,81
2025-07-31,Email Campaign Z,14110,4403,595,56
2024-08-06,Email Campaign Z,3659,950,81,11
2025-06-02,Email Campaign W,2953,418,76,5
2025-05-16,Email Campaign W,8004,2218,134,25
2025-07-13,Email Campaign X,1198,408,81,15
2024-11-24,Email Campaign X,4606,1847,315,29
2025-05-16,Email Campaign W,3246,526,128,19
2025-07-12,Email Campaign X,6029,2709,745,69
2025-07-18,Email Campaign Z,3647,1088,119,25
2025-03-14,Email Campaign Z,12789,5012,596,38
2025-07-05,Email Campaign Z,7258,1504,203,23
2025-06-12,Email Campaign Z,7031,3472,916,60
2025-01-23,Email Campaign W,5675,1664,427,73
2024-10-13,Email Campaign Y,10148,2482,353,34
2024-10-13,Email Campaign Y,3496,1023,104,17
2025-03-05,Email Campaign X,12461,3955,622,97
2024-08-07,Email Campaign W,6806,793,165,18
2025-01-30,Email Campaign W,3964,1623,154,18
2025-05-04,Email Campaign W,6395,3109,331,74
2025-04-30,Email Campaign Y,14726,6960,607,135
2024-12-29,Email Campaign X,10806,4170,518,28
2024-10-28,Email Campaign X,13669,3350,433,62
2025-03-28,Email Campaign Z,4214,1819,196,26
2024-12-28,Email Campaign Y,12715,3498,785,168
2024-10-30,Email Campaign X,8729,2608,529,28
2024-10-10,Email Campaign W,10180,3074,353,74
2024-12-09,Email Campaign W,4899,1745,326,54
2024-12-01,Email Campaign Z,4598,2043,271,37
2024-08-16,Email Campaign X,13471,2772,457,94
2024-10-29,Email Campaign Z,7593,1602,124,24
2024-10-17,Email Campaign X,14113,2627,511,126
2025-01-03,Email Campaign Y,7753,2264,659,95
2025-01-04,Email Campaign W,2516,1017,91,6
2025-07-24,Email Campaign Z,11875,1242,295,34
2024-11-29,Email Campaign Y,11764,1267,339,41
2025-04-08,Email Campaign Y,3389,1693,412,72
2025-06-05,Email Campaign Y,6982,1096,194,44
2024-12-29,Email Campaign X,6168,2203,326,74
2024-09-02,Email Campaign X,5436,816,200,48
2024-08-28,Email Campaign Y,14533,1864,405,31
2025-07-19,Email Campaign Z,10368,1775,375,67
2025-01-12,Email Campaign X,13682,2510,711,146
2024-09-22,Email Campaign X,3037,720,188,14
2024-09-02,Email Campaign Z,2543,1045,184,34
2025-01-19,Email Campaign Z,9113,3936,448,81
2024-12-30,Email Campaign X,12087,1410,245,42
2025-01-17,Email Campaign W,1268,444,95,20
2024-09-27,Email Campaign Z,6623,3235,924,228
2024-11-21,Email Campaign W,14946,7412,1359,294
2024-09-27,Email Campaign W,10478,3617,480,71
2024-10-15,Email Campaign Z,5955,1664,231,43
2024-10-09,Email Campaign Z,1288,486,114,8
2025-06-08,Email Campaign W,11174,3305,908,163
2024-08-12,Email Campaign W,11981,2249,639,43
2025-06-22,Email Campaign Y,12359,1982,203,44
2025-02-24,Email Campaign Z,12380,1633,263,24
2025-06-13,Email Campaign X,14079,2667,796,59
2025-01-23,Email Campaign Y,13711,6385,1607,127
2025-05-23,Email Campaign Z,1290,155,46,6
2025-03-21,Email Campaign X,8149,1426,350,66
2025-01-05,Email Campaign Y,4650,1134,249,30
2024-09-24,Email Campaign Z,9384,2157,251,50
2024-12-25,Email Campaign W,13888,4515,929,103
2025-05-28,Email Campaign X,1106,234,51,9
2024-08-14,Email Campaign W,1975,340,70,6
2024-11-29,Email Campaign Y,14691,7263,1620,343
2024-10-06,Email Campaign Y,10701,2280,188,45
2025-01-02,Email Campaign W,10304,2521,409,45
2024-09-27,Email Campaign Y,7405,1713,487,67
2025-02-24,Email Campaign X,14777,2963,863,197
2024-08-16,Email Campaign W,13116,6134,1259,66
2024-09-12,Email Campaign Y,10550,1432,95,13
2024-11-26,Email Campaign X,11712,1201,217,50
2024-12-29,Email Campaign Z,6272,1273,80,5
2024-11-21,Email Campaign Y,5269,1841,103,19
2025-03-28,Email Campaign Z,3347,1205,78,8
2025-04-12,Email Campaign Z,11712,3756,1002,172
2025-05-07,Email Campaign Y,11664,4266,234,48
2025-07-26,Email Campaign W,3710,645,128,17
2025-06-08,Email Campaign X,2906,921,111,6
2025-05-10,Email Campaign Y,8712,948,176,33
2024-12-20,Email Campaign Z,4026,649,189,27
2025-02-09,Email Campaign W,14329,6864,1690,405
2024-11-29,Email Campaign Y,11055,1271,199,13
2025-07-15,Email Campaign X,13840,3065,355,40
2024-09-26,Email Campaign X,1259,259,37,3
2025-01-16,Email Campaign Z,9785,2106,264,32
2025-04-16,Email Campaign W,8290,4045,797,196
2025-02-04,Email Campaign W,2944,1378,202,35
2024-11-23,Email Campaign X,6114,846,84,19
2025-01-27,Email Campaign W,9359,4510,420,59
2025-03-10,Email Campaign W,13357,5903,1537,259
2024-09-21,Email Campaign Z,1542,539,67,3
2025-02-24,Email Campaign W,8012,2073,479,55
2025-03-14,Email Campaign Z,10540,2900,513,115
2024-10-10,Email Campaign Y,6994,2675,795,167
2025-06-24,Email Campaign W,6276,931,149,21
2025-01-16,Email Campaign Y,10368,2299,381,46
2025-01-24,Email Campaign X,5095,1092,82,14
2024-12-01,Email Campaign Z,13618,1621,276,64
2025-05-31,Email Campaign W,12148,5337,621,74
2025-05-24,Email Campaign W,14991,6516,1004,244
2024-08-01,Email Campaign Z,4579,622,64,4
2025-06-29,Email Campaign X,10229,3247,372,79
2025-05-14,Email Campaign W,12479,3263,233,24
2025-03-01,Email Campaign Z,4821,930,199,25
2025-03-25,Email Campaign W,12639,2615,700,87
2024-10-26,Email Campaign Z,1579,460,134,14
2025-03-13,Email Campaign Y,14991,6781,1397,156
2024-12-28,Email Campaign X,8174,1617,303,18
2024-09-07,Email Campaign Z,5086,1244,215,48
2025-04-24,Email Campaign W,9349,2896,649,42
2025-01-29,Email Campaign W,9064,4504,896,136
2025-04-08,Email Campaign Y,3218,1602,385,55
2024-11-29,Email Campaign Z,12492,5756,1021,160
2025-01-30,Email Campaign Y,12026,3211,612,119
2024-12-24,Email Campaign X,7764,2795,355,17
2025-02-07,Email Campaign Y,11686,3888,708,70
2024-11-13,Email Campaign Z,9159,1033,80,10
2025-05-04,Email Campaign Y,11551,1746,516,127
2025-07-09,Email Campaign Z,11024,2740,509,123
2024-11-27,Email Campaign X,6000,1858,349,41
2025-02-15,Email Campaign X,4600,1928,417,35
2024-12-29,Email Campaign W,4855,1626,181,27
2024-09-24,Email Campaign Y,2998,790,138,34
2025-05-08,Email Campaign W,6310,1265,347,26
2024-11-12,Email Campaign W,9527,3118,845,200
2025-07-30,Email Campaign Y,1347,466,70,5
2024-10-14,Email Campaign Y,2803,494,83,13
2024-11-14,Email Campaign X,2070,948,237,23
2025-06-24,Email Campaign X,14056,4884,390,83
2024-09-15,Email Campaign X,5676,1469,164,26
2025-01-16,Email Campaign Z,7456,1035,195,22
2024-10-30,Email Campaign W,5806,780,53,10
2025-04-29,Email Campaign W,11053,2906,838,74
2025-04-29,Email Campaign Z,8903,1279,219,13
2025-02-14,Email Campaign Z,5257,2278,476,38
2024-09-10,Email Campaign Z,2015,444,125,8
2024-10-06,Email Campaign X,2370,946,127,26
2025-02-08,Email Campaign X,4569,2259,476,51
2025-04-22,Email Campaign W,2451,791,155,21
2025-05-02,Email Campaign X,5038,1153,224,14
2024-11-05,Email Campaign X,4935,2043,483,70
2025-04-10,Email Campaign X,14671,7041,1116,134
2025-04-17,Email Campaign Y,8695,4340,260,32
2024-08-31,Email Campaign Y,1334,617,157,25
2024-10-05,Email Campaign Y,8527,2282,340,34
2024-11-10,Email Campaign W,4928,635,128,22
2025-01-25,Email Campaign Y,14726,3344,551,56
2025-03-11,Email Campaign X,11019,3824,446,81
2025-01-18,Email Campaign Y,5702,1264,262,27
2025-03-26,Email Campaign Y,1976,463,81,18
2025-05-16,Email Campaign Z,14495,1705,335,45
2025-03-26,Email Campaign W,7949,2886,331,26
2024-12-13,Email Campaign W,6042,715,68,7
2025-06-22,Email Campaign W,8971,2733,774,90
2025-03-14,Email Campaign X,4584,1707,264,58
2025-04-24,Email Campaign Z,13769,5996,349,86
2024-12-15,Email Campaign W,7386,1940,439,87
2025-06-04,Email Campaign W,14667,1847,122,24
2025-05-03,Email Campaign W,2807,1192,225,22
2025-01-16,Email Campaign Z,10179,3828,961,139
2025-03-31,Email Campaign X,3438,718,149,19
2025-06-05,Email Campaign W,2812,1321,175,40
2024-09-08,Email Campaign Y,1280,551,98,14
2024-08-29,Email Campaign X,5835,2131,542,32
2025-05-03,Email Campaign X,11117,3069,479,116
2025-02-05,Email Campaign Z,1553,612,144,32
2025-06-11,Email Campaign Z,7343,804,176,42
2024-08-20,Email Campaign Y,9141,2918,872,140
2025-06-22,Email Campaign W,8545,2213,219,16
2025-01-29,Email Campaign X,2569,1039,250,38
2024-08-03,Email Campaign X,3064,457,79,9
2024-11-22,Email Campaign Y,11187,1677,351,79
2025-01-19,Email Campaign X,14580,3650,462,56
2025-01-05,Email Campaign X,10851,3301,468,78
2025-04-11,Email Campaign W,7102,1491,343,69
2025-05-14,Email Campaign Y,13486,3187,514,44
2025-06-12,Email Campaign Y,1648,738,210,34
2025-06-29,Email Campaign X,13461,6024,916,94
2024-09-06,Email Campaign X,1410,236,57,7
2024-08-17,Email Campaign Z,4576,896,164,33
2025-03-10,Email Campaign W,12799,4154,441,57
2025-02-25,Email Campaign W,14763,3596,735,64
2025-07-02,Email Campaign X,11909,5549,1653,91
2024-11-16,Email Campaign X,12128,1472,276,56
2025-06-03,Email Campaign Z,7885,1668,168,17
2025-01-22,Email Campaign Z,3039,1194,349,80
2024-09-16,Email Campaign W,9911,1827,255,22
2025-02-26,Email Campaign Y,5240,2090,499,83
2025-01-26,Email Campaign W,5808,861,148,33
2024-12-17,Email Campaign X,3784,872,200,23
2024-08-20,Email Campaign X,7944,3544,974,198
2025-04-18,Email Campaign Y,3721,1161,196,27
2024-12-29,Email Campaign Y,13200,4017,459,106
2024-10-18,Email Campaign X,4425,1525,203,30
2025-06-08,Email Campaign W,8015,3044,490,93
2025-04-20,Email Campaign Y,10046,2280,400,55
2024-11-30,Email Campaign W,7032,3456,452,28
2024-12-05,Email Campaign W,12500,4405,1088,162
2024-09-19,Email Campaign Z,7139,1618,327,40
2024-11-25,Email Campaign Y,6794,2071,351,34
2025-02-21,Email Campaign W,1854,270,78,14
2025-06-08,Email Campaign Z,9386,3169,776,144
2024-12-23,Email Campaign X,4154,1652,361,61
2025-04-28,Email Campaign Y,1750,219,53,10
2025-03-22,Email Campaign W,2381,1139,126,11
2024-10-02,Email Campaign Y,2064,732,140,14
2024-10-01,Email Campaign X,1289,437,111,25
2024-12-19,Email Campaign Z,1422,225,47,9
2025-06-05,Email Campaign W,9626,2875,498,35
2025-06-13,Email Campaign Y,9682,3438,480,31
2024-11-30,Email Campaign W,4711,736,212,41
2024-10-09,Email Campaign Z,3933,1397,86,17
2025-03-02,Email Campaign X,5995,1504,297,27
2025-02-03,Email Campaign Y,13520,4249,568,116
2025-02-28,Email Campaign Y,1739,620,42,7
2024-08-17,Email Campaign Z,8906,3242,960,99
2024-10-06,Email Campaign Z,14757,4216,795,123
2025-06-01,Email Campaign W,5080,790,91,7
2025-01-18,Email Campaign X,5168,2493,261,30
2025-07-07,Email Campaign X,7915,2810,385,23
2025-06-07,Email Campaign W,14458,1506,431,25
2025-04-13,Email Campaign Z,4369,716,127,29
2024-08-13,Email Campaign Y,3552,1216,118,16
2024-08-12,Email Campaign Y,1380,523,82,18
2024-08-04,Email Campaign X,3176,758,174,34
2025-01-12,Email Campaign X,13305,6082,1236,247
2024-10-29,Email Campaign W,14281,3725,885,189
2024-09-12,Email Campaign W,4817,906,171,28
2024-12-26,Email Campaign W,12197,3988,833,58
2024-08-18,Email Campaign Y,9421,2830,566,87
2024-08-24,Email Campaign W,5103,1120,158,30
2024-12-06,Email Campaign X,8311,2847,714,112
2025-07-06,Email Campaign Z,1689,570,139,31
2025-07-10,Email Campaign X,13057,4983,681,48
2025-02-23,Email Campaign W,6037,2985,222,26
2025-04-29,Email Campaign W,3573,1777,470,92
2025-06-12,Email Campaign Z,11409,5319,530,62
2024-11-22,Email Campaign W,3472,1661,331,77
2024-12-17,Email Campaign W,5943,702,78,5
2024-09-02,Email Campaign X,4846,768,194,24
2025-03-22,Email Campaign W,5738,1253,217,45
2025-01-16,Email Campaign W,8641,3515,764,101
2025-06-17,Email Campaign X,6481,2547,376,22
2024-11-02,Email Campaign W,8473,3136,754,177
2025-07-16,Email Campaign X,1437,519,145,17
2025-05-24,Email Campaign X,10974,4333,677,112
2024-10-14,Email Campaign W,11284,1549,188,21
2024-09-03,Email Campaign W,12118,1886,164,10
2024-10-26,Email Campaign Y,4216,1467,216,52
2025-06-06,Email Campaign Y,12926,5230,461,43
2025-05-26,Email Campaign Y,9372,4444,749,162
2025-06-13,Email Campaign Z,10910,1530,200,48
2025-07-20,Email Campaign Z,13595,6250,1397,124
2024-12-16,Email Campaign Z,2229,1088,220,11
2024-11-06,Email Campaign Z,9335,3159,249,32
2025-03-13,Email Campaign Y,12779,5773,1111,177
2025-01-14,Email Campaign X,3433,870,166,13
2025-03-07,Email Campaign X,1991,750,114,20
2025-05-29,Email Campaign Z,7729,833,184,17
2024-11-01,Email Campaign Z,1919,310,49,5
2025-06-28,Email Campaign X,12332,2916,847,92
2025-07-11,Email Campaign X,4030,1249,313,17
2025-01-31,Email Campaign W,14926,6554,1227,192
2024-12-18,Email Campaign X,8341,3187,769,73
2024-10-25,Email Campaign Z,10327,1480,227,40
2025-05-12,Email Campaign Z,3182,1195,102,10
2025-02-25,Email Campaign Y,11033,1915,198,36
2025-07-11,Email Campaign W,3037,658,176,38
2025-07-16,Email Campaign W,4078,1755,516,122
2024-09-18,Email Campaign Z,9288,2339,539,36
2024-11-07,Email Campaign Y,12871,3355,172,23
2024-09-03,Email Campaign Y,8076,3095,224,31
2024-12-01,Email Campaign W,13907,6272,1434,352
2025-02-24,Email Campaign Y,1564,313,26,5
2025-06-06,Email Campaign W,6130,1245,100,15
2025-02-22,Email Campaign W,11482,4910,503,77
2025-06-14,Email Campaign X,7722,2388,565,100
2025-04-12,Email Campaign X,4524,710,183,11
2024-10-10,Email Campaign X,1654,536,109,18
2025-05-12,Email Campaign Z,10977,1401,79,17
2025-04-11,Email Campaign X,12506,1973,364,47
2025-04-01,Email Campaign W,6357,821,58,4
2024-08-15,Email Campaign W,8513,2677,737,73
2024-08-29,Email Campaign X,4041,1856,544,60
2025-07-02,Email Campaign Z,14496,4809,1367,292
2025-03-01,Email Campaign Z,8808,3596,913,181
2025-03-17,Email Campaign W,11207,3712,205,38
2024-12-11,Email Campaign Z,8336,1269,342,45
2024-12-09,Email Campaign Y,13773,2531,150,22
2025-03-20,Email Campaign Y,2560,717,70,6
2025-02-12,Email Campaign W,5875,1504,100,21
2025-06-29,Email Campaign W,8372,1179,232,45
2024-08-08,Email Campaign X,3996,995,121,14
2024-10-30,Email Campaign X,8786,3191,724,94
2024-08-14,Email Campaign W,11375,2699,698,117
2025-05-07,Email Campaign X,4786,1252,78,9
2024-08-18,Email Campaign Y,2214,491,69,8
2025-05-08,Email Campaign Z,14962,7250,717,86
2024-12-29,Email Campaign X,3275,775,113,27
2024-12-15,Email Campaign X,12453,1314,245,48
2025-01-07,Email Campaign W,13564,4870,871,82
2025-05-26,Email Campaign Z,11560,2019,505,90
2025-07-29,Email Campaign Z,13388,4619,743,116
2024-08-26,Email Campaign Z,6020,710,93,13
2024-08-08,Email Campaign Y,12518,1568,384,48
2024-12-25,Email Campaign Y,6078,1600,408,41
2024-11-30,Email Campaign W,5169,968,91,9
2024-10-26,Email Campaign Z,14056,2381,173,15
2024-12-30,Email Campaign X,7160,2932,587,64
2025-06-28,Email Campaign X,1952,795,196,44
2025-06-23,Email Campaign W,14708,6922,1658,84
2025-02-08,Email Campaign X,14062,3193,534,77
2025-01-16,Email Campaign Z,6417,1559,239,14
2025-05-07,Email Campaign Z,12265,4076,589,142
2024-08-20,Email Campaign Z,5715,1025,101,9
2025-07-03,Email Campaign X,14066,3067,467,45
2025-02-03,Email Campaign W,4156,948,99,20
2024-12-07,Email Campaign Z,7119,1049,87,12
2024-11-25,Email Campaign Z,5676,1427,326,75
2025-03-01,Email Campaign X,11118,3659,604,107
2024-11-25,Email Campaign Y,14204,4306,624,31
2024-10-17,Email Campaign W,2295,229,57,11
2024-12-12,Email Campaign Y,5112,1779,93,8
2025-02-24,Email Campaign W,9829,4839,932,48
2024-12-29,Email Campaign W,3838,1770,431,96
2024-12-16,Email Campaign Y,13236,3833,973,91
2025-04-12,Email Campaign X,4351,2101,440,77
2024-08-10,Email Campaign Y,9798,2675,253,22
2025-05-01,Email Campaign W,12220,3006,889,116
2024-08-09,Email Campaign W,9529,1207,240,43
2025-03-20,Email Campaign Z,6701,960,207,33
2025-07-30,Email Campaign X,6411,2288,587,116
2024-09-03,Email Campaign W,12344,5923,1774,298
2025-05-01,Email Campaign W,2451,1126,222,47
2024-09-06,Email Campaign Y,4337,1472,168,37
2025-05-15,Email Campaign X,8299,4028,589,80
2025-06-24,Email Campaign Z,3335,845,163,29
2025-03-03,Email Campaign X,12940,5593,1204,239
2025-05-31,Email Campaign X,10853,1884,239,56
2025-01-10,Email Campaign Z,14197,4883,561,133
2025-06-19,Email Campaign X,14288,2021,443,108
2024-09-25,Email Campaign W,1073,299,32,2
2024-10-04,Email Campaign Z,11696,5056,1081,73
2024-11-02,Email Campaign W,5930,1918,528,44
2025-02-24,Email Campaign X,1497,415,56,5
2025-04-24,Email Campaign Z,1541,352,67,7
2025-03-18,Email Campaign Y,1985,871,68,16
2024-11-27,Email Campaign X,8440,4044,293,30
2024-12-31,Email Campaign Z,3956,1938,553,126
2025-07-08,Email Campaign Z,12342,5690,1299,76
2025-06-01,Email Campaign Y,14042,3735,1110,156
2025-07-19,Email Campaign W,3452,1087,297,66
2025-05-24,Email Campaign X,9660,3322,632,39
2025-06-22,Email Campaign Z,6462,1576,277,20
2024-09-11,Email Campaign W,2475,508,148,13
2025-05-02,Email Campaign W,4761,486,137,20
2025-02-05,Email Campaign Z,11488,1956,259,51
2024-08-22,Email Campaign W,6059,968,58,8
2025-01-15,Email Campaign X,12716,3770,866,91
2025-03-08,Email Campaign W,12501,3478,640,70
2024-12-03,Email Campaign Y,2762,447,26,4
2024-12-01,Email Campaign W,1022,168,36,1
2024-10-29,Email Campaign Z,13646,3855,450,36
2024-10-27,Email Campaign W,5498,658,186,23
2025-07-23,Email Campaign W,7577,1577,214,50
2025-03-21,Email Campaign X,11128,4604,477,115
2025-04-29,Email Campaign Z,7420,2442,387,69
2025-07-16,Email Campaign Z,8341,4124,237,37
2025-07-25,Email Campaign W,8455,3788,799,126
2024-10-10,Email Campaign X,11453,4964,376,75
2024-08-27,Email Campaign X,13604,4296,386,24
2024-08-14,Email Campaign Y,5855,2229,217,21
2024-08-26,Email Campaign Z,12480,5409,666,59
2025-03-04,Email Campaign X,13063,3101,467,78
2024-12-07,Email Campaign Z,8148,1824,356,27
2024-10-27,Email Campaign Z,14428,5585,977,147
2024-09-26,Email Campaign X,5993,771,136,19
2025-05-10,Email Campaign Z,6486,1627,460,53
2025-02-21,Email Campaign Z,6381,2353,569,102
2025-07-10,Email Campaign Z,5284,1980,99,11
2025-05-05,Email Campaign Y,7350,1947,225,49
2025-01-26,Email Campaign X,9370,3410,276,24
2024-12-28,Email Campaign Y,12939,2590,750,66
2025-06-21,Email Campaign Z,11071,3458,985,59
2024-09-27,Email Campaign Y,9770,1489,85,8
2025-06-14,Email Campaign Y,10868,1783,178,44
2024-09-18,Email Campaign W,3603,1730,252,39
2025-06-27,Email Campaign Z,14320,1462,162,30
2025-05-21,Email Campaign Z,4132,802,53,5
2024-10-29,Email Campaign X,8059,3039,432,62
2025-06-12,Email Campaign W,4915,2227,428,48
2025-05-07,Email Campaign Z,13229,4485,1183,221
2024-09-15,Email Campaign Y,8218,3393,551,46
2025-02-27,Email Campaign W,11051,2852,565,102
2024-08-24,Email Campaign X,2719,1344,340,59
2025-01-07,Email Campaign X,9326,4007,436,56
2025-05-09,Email Campaign Y,13752,2877,760,125
2025-04-03,Email Campaign X,2777,1175,324,57
2024-10-29,Email Campaign Y,3323,771,175,20
2025-04-29,Email Campaign W,1660,476,59,12
2024-10-24,Email Campaign Y,2707,329,34,2
2024-10-09,Email Campaign Y,11120,1275,77,17
2025-07-06,Email Campaign Y,7298,2802,645,42
2024-11-25,Email Campaign X,1331,282,49,10
2025-05-17,Email Campaign Y,13060,5393,1089,128
2024-11-23,Email Campaign Y,7833,992,95,22
2024-10-08,Email Campaign W,1172,293,33,7
2025-05-08,Email Campaign W,14348,7056,1040,213
2025-04-30,Email Campaign Z,10495,1463,346,31
2025-02-04,Email Campaign Y,11861,1883,451,71
2025-06-25,Email Campaign X,4152,1226,177,17
2025-04-10,Email Campaign W,14228,3908,659,102
2025-04-26,Email Campaign Z,7042,2357,197,42
2025-07-19,Email Campaign W,10390,1751,245,24
2025-02-03,Email Campaign W,11282,4257,1188,65
2025-03-24,Email Campaign Z,1933,819,137,32
2025-03-01,Email Campaign Z,2637,601,162,22
2024-11-07,Email Campaign Y,5807,1822,440,53
2024-10-21,Email Campaign X,8160,2282,592,78
2025-07-04,Email Campaign Z,3319,491,60,14
2024-11-29,Email Campaign W,3679,629,81,17
2025-05-01,Email Campaign Y,14780,6443,963,116
2025-06-03,Email Campaign Y,5988,1745,427,45
2025-05-31,Email Campaign Z,1676,770,116,23
2024-08-20,Email Campaign X,12515,1751,222,28
2025-02-14,Email Campaign W,11433,3965,1067,88
2025-04-08,Email Campaign Z,3497,504,65,9
2025-07-17,Email Campaign W,10225,1400,113,15
2025-05-19,Email Campaign W,3838,1720,208,37
2025-07-11,Email Campaign Y,3512,1005,50,2
2025-04-09,Email Campaign Y,1897,255,74,4
2025-01-10,Email Campaign W,11363,1516,343,17
2024-11-05,Email Campaign Z,2228,1042,228,40
2024-10-28,Email Campaign X,13081,1689,227,40
2025-01-06,Email Campaign W,7786,792,144,17
2025-04-14,Email Campaign X,9654,3605,497,44
2025-04-15,Email Campaign X,13355,1683,284,59
2024-10-06,Email Campaign X,7365,2865,492,55
2025-05-24,Email Campaign Z,4189,1213,218,19
2025-02-11,Email Campaign Z,10593,4892,327,35
2024-11-28,Email Campaign X,13488,1558,112,13
2025-03-08,Email Campaign W,11027,1284,168,27
2025-06-04,Email Campaign X,10146,4897,1239,299
2025-02-16,Email Campaign Z,9743,4154,1240,293
2024-09-29,Email Campaign W,14387,4550,511,36
2025-05-17,Email Campaign Y,4116,1709,373,29
2025-02-02,Email Campaign W,2568,577,109,20
2025-04-14,Email Campaign Y,5343,1605,439,108
2025-03-26,Email Campaign Y,11131,5103,1304,258
2024-11-08,Email Campaign Y,6045,2061,302,25
2025-04-22,Email Campaign X,5007,835,139,23
2024-12-02,Email Campaign Z,11946,1329,356,44
2025-07-16,Email Campaign Y,6290,1799,444,80
2024-11-01,Email Campaign W,1021,498,121,23
2025-04-12,Email Campaign X,7155,1204,320,73
2025-04-22,Email Campaign X,1413,590,35,4
2024-09-26,Email Campaign Y,12983,4592,736,86
2024-12-20,Email Campaign Z,14701,1839,217,27
2024-12-12,Email Campaign W,10832,4581,1091,157
2024-12-27,Email Campaign W,11177,2514,176,41
2025-07-31,Email Campaign Y,7534,2943,441,102
2025-05-14,Email Campaign Z,1904,813,89,20
2025-01-06,Email Campaign Z,11114,1723,268,20
2024-12-11,Email Campaign W,12270,2821,349,81
2025-04-14,Email Campaign Y,2857,1417,114,17
2024-08-05,Email Campaign X,9870,1828,385,70
2024-09-23,Email Campaign Y,11686,4379,833,121
2025-05-29,Email Campaign X,13609,2256,596,92
2024-12-17,Email Campaign W,5476,1032,305,39
2024-12-24,Email Campaign Y,14147,6682,1675,385
2024-12-17,Email Campaign Z,4624,1527,147,23
2024-08-19,Email Campaign W,8963,3213,940,199
2025-04-28,Email Campaign Z,5945,1012,140,21
2024-12-22,Email Campaign W,6794,2068,460,109
2024-12-14,Email Campaign Y,4393,1563,141,21
2025-01-31,Email Campaign W,13907,3534,295,15
2024-08-19,Email Campaign W,13302,6418,1702,414
2024-09-16,Email Campaign Z,11573,5292,1515,93
2025-06-16,Email Campaign Y,3840,1699,122,26
2025-02-20,Email Campaign W,2051,241,63,9
2025-04-01,Email Campaign Y,10275,4259,748,108
2025-02-08,Email Campaign W,6177,1088,255,37
2025-07-21,Email Campaign X,6312,1031,92,12
2024-09-06,Email Campaign W,10179,1681,204,24
2025-04-25,Email Campaign Z,11791,4482,430,48
2025-01-05,Email Campaign Y,14277,1721,193,39
2024-10-01,Email Campaign Y,1264,126,25,1
2025-02-26,Email Campaign Y,6666,2072,409,53
2024-10-25,Email Campaign Y,9349,2889,814,76
2025-03-17,Email Campaign W,12114,5995,1039,179
2025-01-21,Email Campaign Z,6089,2594,670,83
2024-11-07,Email Campaign W,12036,4382,958,92
2024-08-17,Email Campaign W,7623,3286,720,55
2025-01-31,Email Campaign Y,10874,4860,683,100
2024-10-10,Email Campaign W,6361,2299,556,90
2025-02-04,Email Campaign W,2321,1131,194,30
2025-01-16,Email Campaign Z,12740,3351,401,43
2024-09-04,Email Campaign X,1294,427,110,10
2024-10-05,Email Campaign Y,3336,1335,398,92
2025-02-11,Email Campaign Y,14657,7017,1999,117
2025-02-13,Email Campaign Y,10703,3858,845,200
2025-01-05,Email Campaign Y,4091,795,135,14
2025-07-26,Email Campaign Y,12493,4603,1075,75
2025-07-23,Email Campaign W,12909,2674,222,31
2024-10-30,Email Campaign Z,13577,4618,1313,71
2025-04-11,Email Campaign Y,8647,3401,965,96
2025-01-31,Email Campaign X,14872,7416,1196,125
2025-01-30,Email Campaign W,5445,1713,351,21
2024-12-07,Email Campaign X,14160,5333,449,89
2024-11-08,Email Campaign Z,8722,1198,247,59
2025-01-22,Email Campaign Y,12252,2015,476,79
2024-08-19,Email Campaign X,13532,3621,318,37
2025-07-20,Email Campaign Z,14718,6523,657,51
2025-04-12,Email Campaign X,1092,543,131,7
2024-12-15,Email Campaign X,7759,3295,570,39
2025-03-04,Email Campaign Z,2942,1299,245,34
2024-11-19,Email Campaign Y,4299,939,50,7
2025-07-03,Email Campaign Z,10141,2896,492,85
2025-02-19,Email Campaign W,1053,291,58,11
2025-07-11,Email Campaign Z,7979,3194,365,49
2024-09-05,Email Campaign X,7655,3485,556,67
2025-01-22,Email Campaign W,9708,2071,140,27
2024-08-24,Email Campaign X,6561,1633,427,23
2024-10-06,Email Campaign X,11261,2065,557,59
